id,card_title,card_type,is_unique,sphere,threat,cost,willpower,attack,defense,hitpoints,traits,keywords,cycle_name,set_name,set_number,quantity_owned,related_card_ids,img_id,card_url,img_url
259,Gondorian Fire,Attachment,FALSE,Tactics,,0,,,,,Gondor.,,Against the Shadow,Assault on Osgiliath,85,3,,06085,https://www.ringsdb.com/card/06085,https://www.ringsdb.com/bundles/cards/06085.png
260,Pelargir Shipwright,Ally,FALSE,Spirit,,3,0,1,1,3,Gondor. Craftsman.,,Against the Shadow,Assault on Osgiliath,86,3,,06086,https://www.ringsdb.com/card/06086,https://www.ringsdb.com/bundles/cards/06086.png
261,Map of Earnil,Attachment,TRUE,Spirit,,4,,,,,Record.,,Against the Shadow,Assault on Osgiliath,87,3,,06087,https://www.ringsdb.com/card/06087,https://www.ringsdb.com/bundles/cards/06087.png
262,Ranger Bow,Attachment,FALSE,Lore,,1,,,,,Weapon.,Restricted.,Against the Shadow,Assault on Osgiliath,88,3,,06088,https://www.ringsdb.com/card/06088,https://www.ringsdb.com/bundles/cards/06088.png
263,Forest Patrol,Event,FALSE,Lore,,1,,,,,,,Against the Shadow,Assault on Osgiliath,89,3,,06089,https://www.ringsdb.com/card/06089,https://www.ringsdb.com/bundles/cards/06089.png
264,Palantir,Attachment,TRUE,Neutral,,1,,,,,Artifact. Item.,,Against the Shadow,Assault on Osgiliath,90,3,,06090,https://www.ringsdb.com/card/06090,https://www.ringsdb.com/bundles/cards/06090.png
265,Caldara,Hero,TRUE,Spirit,8,,2,1,2,3,Gondor.,,Against the Shadow,The Blood of Gondor,107,1,,06107,https://www.ringsdb.com/card/06107,https://www.ringsdb.com/bundles/cards/06107.png
266,Squire of the Citadel,Ally,FALSE,Leadership,,1,0,0,1,1,Gondor.,,Against the Shadow,The Blood of Gondor,108,3,,06108,https://www.ringsdb.com/card/06108,https://www.ringsdb.com/bundles/cards/06108.png
267,Tome of Atanatar,Attachment,TRUE,Leadership,,4,,,,,Record.,,Against the Shadow,The Blood of Gondor,109,3,,06109,https://www.ringsdb.com/card/06109,https://www.ringsdb.com/bundles/cards/06109.png
268,Guthlaf,Ally,TRUE,Tactics,,3,1,1,2,2,Rohan.,Sentinel.,Against the Shadow,The Blood of Gondor,110,3,,06110,https://www.ringsdb.com/card/06110,https://www.ringsdb.com/bundles/cards/06110.png
269,The Hammer-stroke,Event,FALSE,Tactics,,2,,,,,,,Against the Shadow,The Blood of Gondor,111,3,,06111,https://www.ringsdb.com/card/06111,https://www.ringsdb.com/bundles/cards/06111.png
270,Emery,Ally,TRUE,Spirit,,3,1,1,2,2,Gondor.,,Against the Shadow,The Blood of Gondor,112,3,,06112,https://www.ringsdb.com/card/06112,https://www.ringsdb.com/bundles/cards/06112.png
271,Children of the Sea,Event,FALSE,Spirit,,0,,,,,,,Against the Shadow,The Blood of Gondor,113,3,,06113,https://www.ringsdb.com/card/06113,https://www.ringsdb.com/bundles/cards/06113.png
272,Anborn,Ally,TRUE,Lore,,4,1,3,1,3,Gondor. Ranger.,,Against the Shadow,The Blood of Gondor,114,3,,06114,https://www.ringsdb.com/card/06114,https://www.ringsdb.com/bundles/cards/06114.png
273,Poisoned Stakes,Attachment,FALSE,Lore,,2,,,,,Trap.,,Against the Shadow,The Blood of Gondor,115,3,,06115,https://www.ringsdb.com/card/06115,https://www.ringsdb.com/bundles/cards/06115.png
274,Well-Equipped,Event,FALSE,Neutral,,0,,,,,,,Against the Shadow,The Blood of Gondor,116,3,,06116,https://www.ringsdb.com/card/06116,https://www.ringsdb.com/bundles/cards/06116.png
275,Théoden,Hero,TRUE,Tactics,12,,2,3,2,4,Rohan. Noble. Warrior.,Sentinel.,Against the Shadow,The Morgul Vale,134,1,,06134,https://www.ringsdb.com/card/06134,https://www.ringsdb.com/bundles/cards/06134.png
276,Pelargir Ship Captain,Ally,FALSE,Leadership,,2,1,1,0,2,Gondor.,,Against the Shadow,The Morgul Vale,135,3,,06135,https://www.ringsdb.com/card/06135,https://www.ringsdb.com/bundles/cards/06135.png
277,Visionary Leadership,Attachment,TRUE,Leadership,,2,,,,,Skill.,,Against the Shadow,The Morgul Vale,136,3,,06136,https://www.ringsdb.com/card/06136,https://www.ringsdb.com/bundles/cards/06136.png
278,Spear of the Mark,Attachment,FALSE,Tactics,,1,,,,,Item. Weapon.,Restricted.,Against the Shadow,The Morgul Vale,137,3,,06137,https://www.ringsdb.com/card/06137,https://www.ringsdb.com/bundles/cards/06137.png
279,Forth Eorlingas!,Event,FALSE,Tactics,,2,,,,,,,Against the Shadow,The Morgul Vale,138,3,,06138,https://www.ringsdb.com/card/06138,https://www.ringsdb.com/bundles/cards/06138.png
280,Steed of the Mark,Attachment,FALSE,Spirit,,1,,,,,Mount.,,Against the Shadow,The Morgul Vale,139,3,,06139,https://www.ringsdb.com/card/06139,https://www.ringsdb.com/bundles/cards/06139.png
281,Lay of Nimrodel,Event,FALSE,Spirit,,1,,,,,Song.,,Against the Shadow,The Morgul Vale,140,3,,06140,https://www.ringsdb.com/card/06140,https://www.ringsdb.com/bundles/cards/06140.png
282,Ered Nimrais Prospector,Ally,FALSE,Lore,,2,1,0,1,2,Dwarf.,,Against the Shadow,The Morgul Vale,141,3,,06141,https://www.ringsdb.com/card/06141,https://www.ringsdb.com/bundles/cards/06141.png
283,Scroll of Isildur,Attachment,TRUE,Lore,,4,,,,,Record.,,Against the Shadow,The Morgul Vale,142,3,,06142,https://www.ringsdb.com/card/06142,https://www.ringsdb.com/bundles/cards/06142.png
284,Hidden Cache,Event,FALSE,Neutral,,0,,,,,,,Against the Shadow,The Morgul Vale,143,3,,06143,https://www.ringsdb.com/card/06143,https://www.ringsdb.com/bundles/cards/06143.png
285,Éomer,Hero,TRUE,Tactics,10,,1,3,2,4,Rohan. Noble. Warrior.,,The Voice of Isengard,The Voice of Isengard,1,1,,07001,https://www.ringsdb.com/card/07001,https://www.ringsdb.com/bundles/cards/07001.png
286,Gríma,Hero,TRUE,Lore,9,,2,1,2,3,Rohan. Isengard.,Doomed.,The Voice of Isengard,The Voice of Isengard,2,1,,07002,https://www.ringsdb.com/card/07002,https://www.ringsdb.com/bundles/cards/07002.png
287,Saruman,Ally,TRUE,Neutral,,3,3,5,4,4,Istari. Isengard.,Doomed.,The Voice of Isengard,The Voice of Isengard,3,3,,07003,https://www.ringsdb.com/card/07003,https://www.ringsdb.com/bundles/cards/07003.png
288,Orthanc Guard,Ally,FALSE,Leadership,,2,1,0,2,2,Isengard.,Doomed.,The Voice of Isengard,The Voice of Isengard,4,3,,07004,https://www.ringsdb.com/card/07004,https://www.ringsdb.com/bundles/cards/07004.png
289,Isengard Messenger,Ally,FALSE,Lore,,2,1,0,1,2,Isengard.,Doomed.,The Voice of Isengard,The Voice of Isengard,5,3,,07005,https://www.ringsdb.com/card/07005,https://www.ringsdb.com/bundles/cards/07005.png
290,Westfold Outrider,Ally,FALSE,Tactics,,2,0,2,1,2,Rohan. Scout.,,The Voice of Isengard,The Voice of Isengard,6,3,,07006,https://www.ringsdb.com/card/07006,https://www.ringsdb.com/bundles/cards/07006.png
291,Westfold Horse-breeder,Ally,FALSE,Spirit,,1,1,0,0,1,Rohan.,,The Voice of Isengard,The Voice of Isengard,7,3,,07007,https://www.ringsdb.com/card/07007,https://www.ringsdb.com/bundles/cards/07007.png
292,Rohan Warhorse,Attachment,FALSE,Tactics,,1,,,,,Mount.,Restricted.,The Voice of Isengard,The Voice of Isengard,8,3,,07008,https://www.ringsdb.com/card/07008,https://www.ringsdb.com/bundles/cards/07008.png
293,Silver Lamp,Attachment,FALSE,Spirit,,2,,,,,Item.,,The Voice of Isengard,The Voice of Isengard,9,3,,07009,https://www.ringsdb.com/card/07009,https://www.ringsdb.com/bundles/cards/07009.png
294,Keys of Orthanc,Attachment,TRUE,Neutral,,1,,,,,Item.,Doomed.,The Voice of Isengard,The Voice of Isengard,10,3,,07010,https://www.ringsdb.com/card/07010,https://www.ringsdb.com/bundles/cards/07010.png
295,Legacy of Númenor,Event,FALSE,Leadership,,0,,,,,,Doomed.,The Voice of Isengard,The Voice of Isengard,11,3,,07011,https://www.ringsdb.com/card/07011,https://www.ringsdb.com/bundles/cards/07011.png
296,Deep Knowledge,Event,FALSE,Lore,,0,,,,,,Doomed.,The Voice of Isengard,The Voice of Isengard,12,3,,07012,https://www.ringsdb.com/card/07012,https://www.ringsdb.com/bundles/cards/07012.png
297,The Wizards's Voice,Event,FALSE,Tactics,,0,,,,,Spell.,Doomed.,The Voice of Isengard,The Voice of Isengard,13,3,,07013,https://www.ringsdb.com/card/07013,https://www.ringsdb.com/bundles/cards/07013.png
298,Power of Orthanc,Event,FALSE,Spirit,,0,,,,,Spell.,Doomed.,The Voice of Isengard,The Voice of Isengard,14,3,,07014,https://www.ringsdb.com/card/07014,https://www.ringsdb.com/bundles/cards/07014.png
299,The Seeing-stone,Event,FALSE,Neutral,,0,,,,,,Doomed.,The Voice of Isengard,The Voice of Isengard,15,3,,07015,https://www.ringsdb.com/card/07015,https://www.ringsdb.com/bundles/cards/07015.png
300,Celeborn,Hero,TRUE,Leadership,11,,3,2,2,4,Silvan. Noble.,,The Ring-maker,The Dunland Trap,1,1,,08001,https://www.ringsdb.com/card/08001,https://www.ringsdb.com/bundles/cards/08001.png
301,Naith Guide,Ally,FALSE,Leadership,,2,1,1,0,1,Silvan. Scout.,,The Ring-maker,The Dunland Trap,2,3,,08002,https://www.ringsdb.com/card/08002,https://www.ringsdb.com/bundles/cards/08002.png
302,Swift and Silent,Event,FALSE,Leadership,,1,,,,,,,The Ring-maker,The Dunland Trap,3,3,,08003,https://www.ringsdb.com/card/08003,https://www.ringsdb.com/bundles/cards/08003.png
303,Firefoot,Attachment,TRUE,Tactics,,2,,,,,Mount.,Restricted.,The Ring-maker,The Dunland Trap,4,3,,08004,https://www.ringsdb.com/card/08004,https://www.ringsdb.com/bundles/cards/08004.png
304,Close Call,Event,FALSE,Tactics,,0,,,,,,Doomed.,The Ring-maker,The Dunland Trap,5,3,,08005,https://www.ringsdb.com/card/08005,https://www.ringsdb.com/bundles/cards/08005.png
305,Blue Mountain Trader,Ally,FALSE,Spirit,,2,1,0,1,2,Dwarf.,,The Ring-maker,The Dunland Trap,6,3,,08006,https://www.ringsdb.com/card/08006,https://www.ringsdb.com/bundles/cards/08006.png
306,The Fall of Gil-Galad,Attachment,FALSE,Spirit,,1,,,,,Song.,,The Ring-maker,The Dunland Trap,7,3,,08007,https://www.ringsdb.com/card/08007,https://www.ringsdb.com/bundles/cards/08007.png
307,Ithilien Lookout,Ally,FALSE,Lore,,3,1,2,0,2,Gondor. Ranger.,Secrecy.,The Ring-maker,The Dunland Trap,8,3,,08008,https://www.ringsdb.com/card/08008,https://www.ringsdb.com/bundles/cards/08008.png
308,The Tree People,Event,FALSE,Lore,,0,,,,,,,The Ring-maker,The Dunland Trap,9,3,,08009,https://www.ringsdb.com/card/08009,https://www.ringsdb.com/bundles/cards/08009.png
309,The White Council,Event,FALSE,Neutral,,X,,,,,,,The Ring-maker,The Dunland Trap,10,3,,08010,https://www.ringsdb.com/card/08010,https://www.ringsdb.com/bundles/cards/08010.png
310,Idraen,Hero,TRUE,Spirit,11,,2,3,2,4,Dúnedain. Ranger. Scout.,,The Ring-maker,The Three Trials,25,1,,08025,https://www.ringsdb.com/card/08025,https://www.ringsdb.com/bundles/cards/08025.png
311,Rivendell Scout,Ally,FALSE,Leadership,,2,1,1,0,2,Noldor. Scout.,Secrecy.,The Ring-maker,The Three Trials,26,3,,08026,https://www.ringsdb.com/card/08026,https://www.ringsdb.com/bundles/cards/08026.png
312,Feigned Voices,Event,FALSE,Leadership,,0,,,,,,,The Ring-maker,The Three Trials,27,3,,08027,https://www.ringsdb.com/card/08027,https://www.ringsdb.com/bundles/cards/08027.png
313,Rúmil,Ally,TRUE,Tactics,,4,2,2,1,2,Silvan. Scout.,Ranged.,The Ring-maker,The Three Trials,28,3,,08028,https://www.ringsdb.com/card/08028,https://www.ringsdb.com/bundles/cards/08028.png
314,Elven Mail,Attachment,FALSE,Tactics,,2,,,,,Item. Armor.,Restricted. Sentinel.,The Ring-maker,The Three Trials,29,3,,08029,https://www.ringsdb.com/card/08029,https://www.ringsdb.com/bundles/cards/08029.png
315,Greyflood Wanderer,Ally,FALSE,Spirit,,3,2,1,0,2,Dúnedain. Scout.,Doomed.,The Ring-maker,The Three Trials,30,3,,08030,https://www.ringsdb.com/card/08030,https://www.ringsdb.com/bundles/cards/08030.png
316,Warden of Arnor,Attachment,TRUE,Spirit,,1,,,,,Title.,,The Ring-maker,The Three Trials,31,3,,08031,https://www.ringsdb.com/card/08031,https://www.ringsdb.com/bundles/cards/08031.png
317,Message from Elrond,Event,FALSE,Lore,,0,,,,,,,The Ring-maker,The Three Trials,32,3,,08032,https://www.ringsdb.com/card/08032,https://www.ringsdb.com/bundles/cards/08032.png
318,Noiseless Movement,Event,FALSE,Lore,,1,,,,,,,The Ring-maker,The Three Trials,33,3,,08033,https://www.ringsdb.com/card/08033,https://www.ringsdb.com/bundles/cards/08033.png
319,Leaf Brooch,Attachment,FALSE,Neutral,,1,,,,,Item.,Secrecy.,The Ring-maker,The Three Trials,34,3,,08034,https://www.ringsdb.com/card/08034,https://www.ringsdb.com/bundles/cards/08034.png
320,Haldir of Lórien,Hero,TRUE,Lore,9,,2,3,1,3,Silvan. Ranger. Scout.,Ranged.,The Ring-maker,Trouble in Tharbad,56,1,,08056,https://www.ringsdb.com/card/08056,https://www.ringsdb.com/bundles/cards/08056.png
321,Herald of Anórien,Ally,FALSE,Leadership,,2,1,0,1,1,Gondor.,Doomed.,The Ring-maker,Trouble in Tharbad,57,3,,08057,https://www.ringsdb.com/card/08057,https://www.ringsdb.com/bundles/cards/08057.png
322,O Lórien!,Attachment,TRUE,Leadership,,1,,,,,Song.,,The Ring-maker,Trouble in Tharbad,58,3,,08058,https://www.ringsdb.com/card/08058,https://www.ringsdb.com/bundles/cards/08058.png
323,Gwaihir,Ally,TRUE,Tactics,,5,2,3,1,4,Creature. Eagle.,,The Ring-maker,Trouble in Tharbad,59,3,,08059,https://www.ringsdb.com/card/08059,https://www.ringsdb.com/bundles/cards/08059.png
324,Pursuing the Enemy,Event,FALSE,Tactics,,0,,,,,,,The Ring-maker,Trouble in Tharbad,60,3,,08060,https://www.ringsdb.com/card/08060,https://www.ringsdb.com/bundles/cards/08060.png
325,Courage Awakened,Event,FALSE,Spirit,,1,,,,,,,The Ring-maker,Trouble in Tharbad,61,3,,08061,https://www.ringsdb.com/card/08061,https://www.ringsdb.com/bundles/cards/08061.png
326,Free to Choose,Event,FALSE,Spirit,,0,,,,,,,The Ring-maker,Trouble in Tharbad,62,3,,08062,https://www.ringsdb.com/card/08062,https://www.ringsdb.com/bundles/cards/08062.png
327,Galadhrim Minstrel,Ally,FALSE,Lore,,2,1,0,0,1,Silvan. Minstrel.,,The Ring-maker,Trouble in Tharbad,63,3,,08063,https://www.ringsdb.com/card/08063,https://www.ringsdb.com/bundles/cards/08063.png
328,Lembas,Attachment,FALSE,Lore,,1,,,,,Item.,,The Ring-maker,Trouble in Tharbad,64,3,,08064,https://www.ringsdb.com/card/08064,https://www.ringsdb.com/bundles/cards/08064.png
329,Defender of the Naith,Ally,FALSE,Neutral,,3,0,1,2,2,Silvan. Warrior.,Sentinel.,The Ring-maker,Trouble in Tharbad,65,3,,08065,https://www.ringsdb.com/card/08065,https://www.ringsdb.com/bundles/cards/08065.png
330,Mablung,Hero,TRUE,Tactics,10,,2,2,2,4,Gondor. Ranger.,,The Ring-maker,The Nîn-in-Eilph,84,1,,08084,https://www.ringsdb.com/card/08084,https://www.ringsdb.com/bundles/cards/08084.png
331,Follow Me!,Event,FALSE,Leadership,,1,,,,,,,The Ring-maker,The Nîn-in-Eilph,85,3,,08085,https://www.ringsdb.com/card/08085,https://www.ringsdb.com/bundles/cards/08085.png
332,Tighten Our Belts,Event,FALSE,Leadership,,0,,,,,,,The Ring-maker,The Nîn-in-Eilph,86,3,,08086,https://www.ringsdb.com/card/08086,https://www.ringsdb.com/bundles/cards/08086.png
333,Galadhon Archer,Ally,FALSE,Tactics,,2,0,2,0,1,Silvan. Warrior.,Ranged.,The Ring-maker,The Nîn-in-Eilph,87,3,,08087,https://www.ringsdb.com/card/08087,https://www.ringsdb.com/bundles/cards/08087.png
334,Bow of the Galadhrim,Attachment,FALSE,Tactics,,1,,,,,Item. Weapon.,Ranged. Restricted.,The Ring-maker,The Nîn-in-Eilph,88,3,,08088,https://www.ringsdb.com/card/08088,https://www.ringsdb.com/bundles/cards/08088.png
335,Celduin Traveler,Ally,FALSE,Spirit,,3,2,0,1,2,Dale. Scout.,Secrecy.,The Ring-maker,The Nîn-in-Eilph,89,3,,08089,https://www.ringsdb.com/card/08089,https://www.ringsdb.com/bundles/cards/08089.png
336,Island Amid Perils,Event,FALSE,Spirit,,0,,,,,,,The Ring-maker,The Nîn-in-Eilph,90,3,,08090,https://www.ringsdb.com/card/08090,https://www.ringsdb.com/bundles/cards/08090.png
337,Mirkwood Pioneer,Ally,FALSE,Lore,,2,1,0,0,2,Woodman.,Doomed.,The Ring-maker,The Nîn-in-Eilph,91,3,,08091,https://www.ringsdb.com/card/08091,https://www.ringsdb.com/bundles/cards/08091.png
338,Wingfoot,Attachment,TRUE,Lore,,1,,,,,Title.,,The Ring-maker,The Nîn-in-Eilph,92,3,,08092,https://www.ringsdb.com/card/08092,https://www.ringsdb.com/bundles/cards/08092.png
339,Defender of the West,Attachment,TRUE,Neutral,,1,,,,,Title.,,The Ring-maker,The Nîn-in-Eilph,93,3,,08093,https://www.ringsdb.com/card/08093,https://www.ringsdb.com/bundles/cards/08093.png
340,Galadriel,Hero,TRUE,Spirit,9,,4,0,0,4,Noldor. Noble.,,The Ring-maker,Celebrimbor's Secret,112,1,,08112,https://www.ringsdb.com/card/08112,https://www.ringsdb.com/bundles/cards/08112.png
341,Heir of Mardil,Attachment,TRUE,Leadership,,1,,,,,Title.,,The Ring-maker,Celebrimbor's Secret,113,3,,08113,https://www.ringsdb.com/card/08113,https://www.ringsdb.com/bundles/cards/08113.png
342,Orophin,Ally,TRUE,Leadership,,3,2,2,0,2,Silvan. Scout.,Ranged.,The Ring-maker,Celebrimbor's Secret,114,3,,08114,https://www.ringsdb.com/card/08114,https://www.ringsdb.com/bundles/cards/08114.png
343,Henneth Annûn Guard,Ally,FALSE,Tactics,,3,0,2,2,2,Gondor. Warrior.,Doomed. Sentinel.,The Ring-maker,Celebrimbor's Secret,115,3,,08115,https://www.ringsdb.com/card/08115,https://www.ringsdb.com/bundles/cards/08115.png
344,Charge of the Rohirrim,Event,FALSE,Tactics,,2,,,,,,,The Ring-maker,Celebrimbor's Secret,116,3,,08116,https://www.ringsdb.com/card/08116,https://www.ringsdb.com/bundles/cards/08116.png
345,Galadriel's Handmaiden,Ally,FALSE,Spirit,,2,2,0,1,1,Silvan.,,The Ring-maker,Celebrimbor's Secret,117,3,,08117,https://www.ringsdb.com/card/08117,https://www.ringsdb.com/bundles/cards/08117.png
346,Mirror of Galadriel,Attachment,TRUE,Spirit,,1,,,,,Artifact. Item.,,The Ring-maker,Celebrimbor's Secret,118,3,,08118,https://www.ringsdb.com/card/08118,https://www.ringsdb.com/bundles/cards/08118.png
347,Wandering Ent,Ally,FALSE,Lore,,2,2,2,2,3,Ent.,,The Ring-maker,Celebrimbor's Secret,119,3,,08119,https://www.ringsdb.com/card/08119,https://www.ringsdb.com/bundles/cards/08119.png
348,Cloak of Lórien,Attachment,FALSE,Lore,,1,,,,,Item.,,The Ring-maker,Celebrimbor's Secret,120,3,,08120,https://www.ringsdb.com/card/08120,https://www.ringsdb.com/bundles/cards/08120.png
349,Nenya,Attachment,TRUE,Neutral,,1,,,,,Artifact. Ring.,,The Ring-maker,Celebrimbor's Secret,121,3,,08121,https://www.ringsdb.com/card/08121,https://www.ringsdb.com/bundles/cards/08121.png
350,Erkenbrand,Hero,TRUE,Leadership,10,,1,2,3,4,Rohan. Warrior.,Sentinel.,The Ring-maker,The Antlered Crown,137,1,,08137,https://www.ringsdb.com/card/08137,https://www.ringsdb.com/bundles/cards/08137.png
351,Warden of Helm's Deep,Ally,FALSE,Leadership,,3,0,1,3,2,Rohan. Warrior.,Sentinel.,The Ring-maker,The Antlered Crown,138,3,,08138,https://www.ringsdb.com/card/08138,https://www.ringsdb.com/bundles/cards/08138.png
352,The Day's Rising,Attachment,TRUE,Leadership,,1,,,,,Song.,Sentinel.,The Ring-maker,The Antlered Crown,139,3,,08139,https://www.ringsdb.com/card/08139,https://www.ringsdb.com/bundles/cards/08139.png
353,Captain of Gondor,Attachment,TRUE,Tactics,,1,,,,,Title.,,The Ring-maker,The Antlered Crown,140,3,,08140,https://www.ringsdb.com/card/08140,https://www.ringsdb.com/bundles/cards/08140.png
354,Booming Ent,Ally,FALSE,Tactics,,2,0,2,2,3,Ent.,,The Ring-maker,The Antlered Crown,141,3,,08141,https://www.ringsdb.com/card/08141,https://www.ringsdb.com/bundles/cards/08141.png
355,Ride Them Down,Event,FALSE,Spirit,,2,,,,,,,The Ring-maker,The Antlered Crown,142,3,,08142,https://www.ringsdb.com/card/08142,https://www.ringsdb.com/bundles/cards/08142.png
356,Shadows Give Way,Event,FALSE,Spirit,,3,,,,,,,The Ring-maker,The Antlered Crown,143,3,,08143,https://www.ringsdb.com/card/08143,https://www.ringsdb.com/bundles/cards/08143.png
357,Don't Be Hasty!,Event,FALSE,Lore,,0,,,,,,,The Ring-maker,The Antlered Crown,144,3,,08144,https://www.ringsdb.com/card/08144,https://www.ringsdb.com/bundles/cards/08144.png
358,Waters of Nimrodel,Event,FALSE,Lore,,3,,,,,,Doomed.,The Ring-maker,The Antlered Crown,145,3,,08145,https://www.ringsdb.com/card/08145,https://www.ringsdb.com/bundles/cards/08145.png
359,Treebeard,Ally,TRUE,Neutral,,4,2,4,3,5,Ent.,,The Ring-maker,The Antlered Crown,146,3,,08146,https://www.ringsdb.com/card/08146,https://www.ringsdb.com/bundles/cards/08146.png
360,Aragorn,Hero,TRUE,Tactics,12,,2,3,2,5,Dúnedain. Ranger. Warrior.,,The Lost Realm,The Lost Realm,1,1,,09001,https://www.ringsdb.com/card/09001,https://www.ringsdb.com/bundles/cards/09001.png
361,Halbarad,Hero,TRUE,Leadership,10,,2,2,2,4,Dúnedain. Ranger.,,The Lost Realm,The Lost Realm,2,1,,09002,https://www.ringsdb.com/card/09002,https://www.ringsdb.com/bundles/cards/09002.png
362,Weather Hills Watchman,Ally,FALSE,Leadership,,2,1,1,0,2,Dúnedain.,,The Lost Realm,The Lost Realm,3,3,,09003,https://www.ringsdb.com/card/09003,https://www.ringsdb.com/bundles/cards/09003.png
363,Dúnedain Hunter,Ally,FALSE,Tactics,,0,1,3,1,3,Dúnedain. Ranger.,,The Lost Realm,The Lost Realm,4,3,,09004,https://www.ringsdb.com/card/09004,https://www.ringsdb.com/bundles/cards/09004.png
364,Sarn Ford Sentry,Ally,FALSE,Lore,,3,2,1,0,2,Dúnedain. Scout.,,The Lost Realm,The Lost Realm,5,3,,09005,https://www.ringsdb.com/card/09005,https://www.ringsdb.com/bundles/cards/09005.png
365,Warden of Annúminas,Ally,FALSE,Spirit,,4,0,2,2,3,Dúnedain. Ranger.,,The Lost Realm,The Lost Realm,6,3,,09006,https://www.ringsdb.com/card/09006,https://www.ringsdb.com/bundles/cards/09006.png
366,Ranger Summons,Event,FALSE,Leadership,,1,,,,,Signal.,,The Lost Realm,The Lost Realm,7,3,,09007,https://www.ringsdb.com/card/09007,https://www.ringsdb.com/bundles/cards/09007.png
367,Tireless Hunters,Event,FALSE,Tactics,,1,,,,,,,The Lost Realm,The Lost Realm,8,3,,09008,https://www.ringsdb.com/card/09008,https://www.ringsdb.com/bundles/cards/09008.png
368,Expert Trackers,Event,FALSE,Lore,,0,,,,,,,The Lost Realm,The Lost Realm,9,3,,09009,https://www.ringsdb.com/card/09009,https://www.ringsdb.com/bundles/cards/09009.png
369,Heir of Valandil,Attachment,TRUE,Leadership,,2,,,,,Title.,,The Lost Realm,The Lost Realm,10,3,,09010,https://www.ringsdb.com/card/09010,https://www.ringsdb.com/bundles/cards/09010.png
370,Athelas,Attachment,FALSE,Lore,,1,,,,,Item.,,The Lost Realm,The Lost Realm,11,3,,09011,https://www.ringsdb.com/card/09011,https://www.ringsdb.com/bundles/cards/09011.png
371,Secret Vigil,Attachment,FALSE,Tactics,,1,,,,,Condition.,,The Lost Realm,The Lost Realm,12,3,,09012,https://www.ringsdb.com/card/09012,https://www.ringsdb.com/bundles/cards/09012.png
372,Star Brooch,Attachment,FALSE,Spirit,,1,,,,,Item.,,The Lost Realm,The Lost Realm,13,3,,09013,https://www.ringsdb.com/card/09013,https://www.ringsdb.com/bundles/cards/09013.png
373,Gather Information,Player Side Quest,FALSE,Neutral,,0,,,,,,,The Lost Realm,The Lost Realm,14,3,,09014,https://www.ringsdb.com/card/09014,https://www.ringsdb.com/bundles/cards/09014.png
374,Ranger of the North,Ally,FALSE,Neutral,,-,2,2,2,3,Dúnedain. Ranger.,Ranged. Sentinel.,The Lost Realm,The Lost Realm,15,3,,09015,https://www.ringsdb.com/card/09015,https://www.ringsdb.com/bundles/cards/09015.png
375,Merry,Hero,TRUE,Spirit,6,,2,1,1,2,Hobbit.,,Angmar Awakened,The Wastes of Eriador,1,1,,10001,https://www.ringsdb.com/card/10001,https://www.ringsdb.com/bundles/cards/10001.png
376,Ingold,Ally,TRUE,Leadership,,3,0,1,1,3,Gondor.,,Angmar Awakened,The Wastes of Eriador,2,3,,10002,https://www.ringsdb.com/card/10002,https://www.ringsdb.com/bundles/cards/10002.png
377,Rallying Cry,Event,FALSE,Leadership,,2,,,,,,Valour.,Angmar Awakened,The Wastes of Eriador,3,3,,10003,https://www.ringsdb.com/card/10003,https://www.ringsdb.com/bundles/cards/10003.png
378,Honour Guard,Ally,FALSE,Tactics,,2,0,0,1,3,Gondor. Warrior.,Valour.,Angmar Awakened,The Wastes of Eriador,4,3,,10004,https://www.ringsdb.com/card/10004,https://www.ringsdb.com/bundles/cards/10004.png
379,Raven-winged Helm,Attachment,FALSE,Tactics,,2,,,,,Item. Armor.,Sentinel.,Angmar Awakened,The Wastes of Eriador,5,3,,10005,https://www.ringsdb.com/card/10005,https://www.ringsdb.com/bundles/cards/10005.png
380,Curious Brandybuck,Ally,FALSE,Spirit,,2,2,0,0,2,Hobbit.,,Angmar Awakened,The Wastes of Eriador,6,3,,10006,https://www.ringsdb.com/card/10006,https://www.ringsdb.com/bundles/cards/10006.png
381,Hobbit Pony,Attachment,FALSE,Spirit,,0,,,,,Mount.,Restricted.,Angmar Awakened,The Wastes of Eriador,7,3,,10007,https://www.ringsdb.com/card/10007,https://www.ringsdb.com/bundles/cards/10007.png
382,East Road Ranger,Ally,FALSE,Lore,,3,1,2,1,3,Dúnedain. Scout.,,Angmar Awakened,The Wastes of Eriador,8,3,,10008,https://www.ringsdb.com/card/10008,https://www.ringsdb.com/bundles/cards/10008.png
383,Scout Ahead,Player Side Quest,FALSE,Lore,,0,,,,,,,Angmar Awakened,The Wastes of Eriador,9,3,,10009,https://www.ringsdb.com/card/10009,https://www.ringsdb.com/bundles/cards/10009.png
384,Ranger of Cardolan,Ally,FALSE,Neutral,,4,2,2,2,3,Dúnedain. Ranger.,,Angmar Awakened,The Wastes of Eriador,10,3,,10010,https://www.ringsdb.com/card/10010,https://www.ringsdb.com/bundles/cards/10010.png
385,Rossiel,Hero,TRUE,Lore,8,,2,1,2,3,Silvan.,,Angmar Awakened,Escape from Mount Gram,28,1,,10028,https://www.ringsdb.com/card/10028,https://www.ringsdb.com/bundles/cards/10028.png
